id,label
2239,0.000000
4850,1.000000
10086,1.000000
12134,0.062450
4317,1.000000
8457,1.000000
7699,0.000000
1090,0.000637
6090,1.000000
11982,0.999947
3922,0.000002
6719,0.374176
6388,0.981269
3737,0.000000
9254,0.999920
8118,0.999994
8599,0.079332
4215,1.000000
4774,0.134806
8244,0.000000
3289,0.000000
10380,0.990698
9844,0.999906
7868,0.001158
11836,0.998810
9446,0.000000
688,1.000000
9080,1.000000
11451,0.999999
5618,0.999990
9724,0.144978
11162,0.000001
7121,0.185769
1070,1.000000
12003,0.000000
10146,1.000000
6664,1.000000
9281,1.000000
2674,0.000000
2430,0.998972
5828,0.999999
3921,1.000000
9509,0.912652
5689,1.000000
9544,0.983393
5645,0.000001
1163,0.074917
3161,0.000000
11640,1.000000
9123,0.000001
8337,1.000000
3800,0.224470
6778,0.000015
2832,0.999999
8084,0.010781
9140,1.000000
8261,0.000039
2501,0.000001
4240,0.989612
7653,0.442595
10032,0.000090
6227,0.045844
6334,0.017446
10201,0.000000
12057,0.999999
12098,1.000000
2732,1.000000
4804,0.995779
7401,0.000000
8213,0.999995
696,0.000014
9948,0.002962
1580,0.996210
3006,0.994926
1604,0.000000
4140,0.015679
535,0.000013
11617,1.000000
8049,1.000000
6033,0.000000
10448,1.000000
2372,0.998215
11243,0.000000
90,0.094108
11735,0.990282
10733,0.068756
4124,0.000001
4395,0.000000
9031,0.999999
1760,0.000000
7073,0.707713
9771,0.998858
1826,0.038008
7469,0.999843
2721,1.000000
5378,0.999267
10041,1.000000
529,0.000000
6749,0.000001
860,0.000000
7747,1.000000
10507,0.001936
1231,0.999845
4745,0.997902
9434,0.000041
835,1.000000
4077,0.999986
6841,0.000846
9397,0.993399
8411,1.000000
10243,0.998931
7933,0.999996
6864,0.000002
3257,0.000000
4040,1.000000
1644,1.000000
11264,0.000000
11555,0.989395
4778,0.978059
1546,0.998832
569,0.997522
1735,0.001395
2675,0.000005
9644,0.010529
5489,0.999994
4257,1.000000
12481,0.000012
9459,0.081054
8587,0.000003
10875,0.999858
261,0.000000
11534,0.000001
10740,0.000013
11047,1.000000
10482,0.036178
2946,0.999999
2056,1.000000
3241,0.950213
7261,1.000000
2603,0.000546
578,0.000000
48,0.999998
5904,0.999999
3990,0.999651
7043,0.999992
7856,1.000000
8955,0.000003
7845,0.999604
12411,0.095260
5939,0.000987
10396,1.000000
3952,0.984989
8433,1.000000
1233,0.000002
3434,1.000000
7541,0.626080
1717,0.998385
11265,0.918206
1304,0.028726
6393,0.999989
8553,0.005064
4430,1.000000
5737,0.904498
9372,1.000000
289,1.000000
1541,0.998802
7505,1.000000
155,1.000000
4676,1.000000
11421,0.000010
5016,0.990652
11284,0.999989
8058,1.000000
5337,1.000000
3091,0.000000
4499,0.999998
8025,0.000263
10718,0.018274
4050,1.000000
8182,0.991947
2710,1.000000
8392,1.000000
10414,0.996865
6291,0.000265
9819,0.207149
1461,0.000000
891,0.864355
8487,0.000004
5097,0.000000
7657,0.000001
12104,0.000101
11601,0.999613
864,0.999997
2572,0.000002
3147,1.000000
2791,0.999998
8323,1.000000
4459,0.000025
5840,0.000217
1383,0.000000
6542,0.999871
11697,1.000000
7976,0.001953
9448,0.990071
1828,0.244505
6844,1.000000
7885,0.998134
10512,0.020460
1330,0.000000
5864,0.999993
6006,0.022711
8761,0.998056
8033,0.999997
1263,0.082941
3868,0.000000
9015,0.000001
11298,0.000002
5629,1.000000
4224,0.887031
3263,0.000000
9528,0.000014
123,0.000196
998,1.000000
509,1.000000
5287,0.000000
4032,0.007457
5989,1.000000
10685,0.000001
4513,0.421736
6721,1.000000
3690,0.999937
1682,1.000000
5369,0.999999
6976,0.710573
6845,0.366898
7865,0.000000
8427,0.001944
12090,1.000000
600,0.003027
3926,0.688077
3141,0.999996
106,0.991545
367,0.999967
11207,0.000000
10246,0.016942
3511,0.999945
11423,0.998774
8284,0.678532
9954,0.999982
5102,0.000000
4332,0.000000
10105,0.999967
6273,0.999970
5535,0.063384
4517,0.000002
10778,0.000005
6530,0.999902
7538,0.999821
10028,0.000000
158,1.000000
1188,0.988658
7157,0.000317
6578,0.000004
740,0.057694
7742,0.000000
4723,1.000000
2836,0.000214
12464,1.000000
7771,0.000000
2396,0.007074
5162,1.000000
3570,1.000000
5799,0.174039
11767,0.901692
11435,1.000000
11711,0.009430
3863,0.000056
5243,0.994403
10296,0.000002
3047,0.000000
1067,1.000000
5641,0.997651
9332,0.000000
8219,0.999995
1807,1.000000
12195,0.000031
10451,0.000000
4790,1.000000
1577,0.942932
1979,1.000000
3831,0.000000
8202,0.974352
8843,0.999720
1940,0.983506
195,0.999998
550,0.000001
3399,0.999912
8781,0.000000
11781,1.000000
11159,0.986054
7931,0.000003
6548,0.036258
6115,0.000000
12142,0.000192
8191,0.983854
274,0.000000
7531,1.000000
138,0.241229
6259,0.000000
9314,0.000398
2694,0.005018
9536,0.002021
10109,0.000000
1589,0.000416
2742,0.000000
6483,0.000001
6288,1.000000
8879,0.999988
11485,0.000340
4738,0.971179
12197,0.000009
10770,1.000000
2061,0.984721
5496,1.000000
8338,0.000000
1531,1.000000
5819,0.999997
11363,1.000000
11910,1.000000
7716,0.971473
12401,0.085515
5439,0.029599
1350,0.996011
768,0.989073
307,0.999945
478,0.000003
6816,0.999803
11065,1.000000
3935,0.003196
11693,0.000503
9673,0.016473
4540,0.003423
12019,0.000000
10306,1.000000
12010,0.999981
1825,1.000000
8984,0.224130
8473,0.004167
4094,0.000727
1371,0.000000
162,0.000007
10655,0.000000
11917,0.988529
4936,0.000000
5970,1.000000
7230,0.000476
2556,0.999985
4897,0.997715
6751,1.000000
281,0.999969
546,0.005398
5418,0.990673
4505,0.000537
7656,0.000022
10790,0.024993
5044,0.000010
5137,0.000000
10665,0.000000
8963,0.000011
5753,0.041372
11936,0.000000
12193,0.000000
12470,1.000000
9244,1.000000
12219,0.510775
3357,1.000000
4787,0.999996
4802,1.000000
1167,0.462785
10054,0.000000
7337,0.000019
2454,0.000331
2580,0.000285
141,0.000000
11872,0.000069
10608,0.999980
1667,1.000000
10779,0.000000
4318,0.000000
549,0.000000
4288,0.000025
8630,0.889455
5077,0.999999
10043,1.000000
576,0.000001
12375,1.000000
8696,1.000000
7282,0.001487
5203,0.116064
6637,1.000000
2025,0.000000
7214,1.000000
7356,0.000001
1769,1.000000
9145,0.000000
7231,1.000000
6938,1.000000
11439,1.000000
7827,0.999995
4378,1.000000
5171,1.000000
2764,0.000000
2176,0.937171
3576,0.000002
6452,0.000007
306,0.999683
4634,0.000149
8104,0.000453
10149,0.000002
9330,0.999998
11376,0.000000
9922,0.004508
2558,0.000000
4998,1.000000
7750,0.017380
606,0.095585
9195,0.000000
1039,0.000000
5782,1.000000
1959,0.000025
9931,0.999841
449,0.000000
3474,0.000000
1272,1.000000
4726,0.959513
7955,0.000000
4286,0.000373
4256,0.000075
12272,0.000000
664,0.000006
10548,1.000000
2770,0.999956
1856,0.999850
6796,0.000029
4781,0.000000
6124,0.000000
11956,0.971605
7917,0.000085
6824,1.000000
5853,0.000148
8151,0.000000
4705,0.921942
7064,0.000001
4800,0.002682
10297,1.000000
6383,0.000000
4201,0.000050
9595,0.000011
69,1.000000
4885,0.216678
11093,0.999999
2641,0.990955
11364,0.000004
3134,1.000000
7086,0.000029
10267,0.000000
3484,0.998327
1780,0.000080
6762,0.000000
1282,0.000030
538,0.000293
4205,0.002950
2633,0.949467
10920,0.999972
2348,0.000839
8568,0.002402
273,0.984236
7692,0.000032
6066,0.999981
5212,0.997682
8229,1.000000
2378,1.000000
8659,0.000000
1832,1.000000
7056,0.000000
6546,1.000000
11313,0.000000
3918,1.000000
5530,0.013946
7686,0.000000
3853,0.033236
6791,0.624384
6017,1.000000
9884,0.002453
3109,0.326837
2030,0.000101
7445,1.000000
4081,0.040289
6595,0.000000
2405,0.010779
11081,0.999974
11113,0.000906
326,0.537474
9484,0.000003
10510,0.001057
11578,0.000000
10907,1.000000
6170,0.000000
9904,0.000160
3924,0.999972
3002,0.000377
11425,0.997723
12466,0.000021
7926,0.000007
12087,0.999998
4200,0.539256
2662,0.000740
10020,0.000606
1099,0.000023
7241,0.000000
7874,1.000000
8163,0.000000
5691,1.000000
12149,1.000000
2053,0.553056
1761,1.000000
11053,0.978037
122,0.000000
2487,1.000000
11374,0.000013
5899,0.000000
300,0.000000
2398,0.895817
1708,0.834627
2842,0.945515
3239,0.999043
2602,1.000000
4019,0.001607
9768,0.993353
8123,1.000000
2024,0.000001
3763,0.318661
458,0.002739
11758,1.000000
9242,0.989736
7264,0.999980
6138,0.000182
2400,1.000000
2409,1.000000
4209,0.648972
5616,0.000000
1355,0.000000
4892,0.363011
12252,0.000000
4537,1.000000
5019,0.003178
2632,0.000000
8450,0.000006
8260,0.999999
6055,0.999997
6743,0.001137
11557,0.000000
8767,1.000000
5081,1.000000
1661,0.000000
5417,0.000086
1627,0.000045
3244,1.000000
4735,0.001000
8236,0.002163
2302,0.000003
7389,0.000001
988,0.004714
3818,0.999889
4598,1.000000
3251,0.000041
2178,0.998928
9863,0.000049
6916,0.999989
6275,0.000000
7840,0.965684
10821,0.999993
3353,0.000000
9893,0.000001
2020,0.000696
9190,1.000000
1606,0.000000
8777,0.000000
5506,0.265455
10423,0.000000
11229,1.000000
12288,0.000341
12127,0.000299
4350,1.000000
10637,0.000493
6735,0.999991
5082,0.000000
754,0.000000
5482,0.000000
2806,0.999998
8335,0.999515
2356,0.000864
12181,0.000012
11540,0.000004
12101,0.000913
877,0.000022
6001,0.000005
3956,0.908056
471,0.000000
7093,0.147479
8250,0.001361
455,0.000040
4906,0.000000
6234,0.008623
2293,0.000002
11650,1.000000
7816,1.000000
5996,0.000000
10865,0.000000
2979,0.000132
12299,0.000007
12270,0.001893
5573,0.999380
2460,0.000069
8432,0.000030
8003,1.000000
3712,0.000813
1924,0.002532
2369,0.000071
819,0.999995
9431,0.996685
140,0.000013
6363,0.999996
2830,1.000000
10047,0.999999
3842,0.012824
8153,1.000000
10417,0.000011
4389,0.000000
5276,0.999854
9487,0.001625
4524,0.000000
2650,0.000017
8225,0.002363
7081,0.999244
9515,1.000000
3470,1.000000
9234,0.704115
7326,1.000000
4371,0.000001
3595,0.949903
6312,0.000624
5553,0.000682
8560,1.000000
2798,0.999029
10962,0.995243
588,0.042295
9364,0.994154
4018,0.000000
7194,0.000000
6665,1.000000
374,0.016649
5527,1.000000
2597,0.000000
11155,1.000000
1079,0.839626
1557,0.997840
4382,0.999568
2699,0.000001
10175,0.521090
2918,0.224712
10230,0.960414
11282,1.000000
2817,0.000000
8091,1.000000
7174,0.000008
11454,0.980109
903,1.000000
7854,0.000002
10273,0.000010
655,0.999570
1486,1.000000
7026,0.999999
8983,1.000000
8691,0.999742
7378,0.998646
7972,0.000001
12286,0.000001
1153,0.000000
4303,0.999400
5735,1.000000
9085,1.000000
9820,0.000000
10568,0.999975
7714,0.000119
3369,0.003814
11349,0.999840
6980,0.999999
4376,0.000002
8185,0.999996
11906,1.000000
5673,0.000000
3873,0.000004
4194,1.000000
7588,0.001419
4478,0.021620
7274,0.789060
3437,0.977254
3114,1.000000
11550,1.000000
2022,0.000273
10257,0.008959
897,0.000134
11089,1.000000
10258,1.000000
6488,0.000000
3439,0.000000
5993,0.993289
10576,0.000000
2743,0.999988
10233,0.994122
440,0.877066
12492,0.999998
11849,0.999981
422,0.999913
4107,0.999996
1048,1.000000
3446,0.999997
10431,0.000001
268,0.000000
717,0.000063
8160,0.999926
9144,0.999132
7724,0.000000
8539,1.000000
9968,0.999953
9430,0.999981
3116,1.000000
10169,0.999967
10052,0.000001
6981,0.000000
1675,0.000001
11016,0.999546
8205,0.991740
8262,0.000000
814,1.000000
6543,0.445646
5444,0.993161
10001,0.000016
10617,0.000024
9489,1.000000
3191,0.000000
11548,0.999226
4848,0.000000
762,0.446067
6081,0.008115
1747,0.006186
7637,1.000000
10198,0.037028
7969,1.000000
10130,0.000038
6661,0.999983
6527,0.613720
11827,0.999966
9044,0.999994
12106,0.000000
3381,0.000013
2947,0.000000
11608,0.000000
6221,1.000000
2997,0.000007
8787,0.000000
5610,1.000000
6564,1.000000
7562,0.999999
8157,1.000000
3679,0.002914
1701,1.000000
117,0.000017
11202,0.025199
10309,0.000005
6817,0.112706
11177,0.017864
9926,1.000000
9389,0.995702
6069,1.000000
1572,1.000000
3454,0.999996
9277,1.000000
592,0.013691
5956,0.000056
10760,0.060738
9440,0.215523
663,0.000000
5147,1.000000
4147,0.000016
8359,0.000003
17,0.992167
2380,0.000000
3531,0.000305
5662,0.999903
11180,0.999979
7760,0.989965
11001,1.000000
2956,1.000000
7091,0.000029
11702,0.000000
4006,1.000000
7083,0.999973
7364,0.999891
2490,0.999999
9571,0.199104
11019,0.986456
7555,0.999535
4978,0.000003
10389,0.000000
1254,0.000000
9769,0.999999
2309,0.134181
5335,0.824485
6577,1.000000
8143,1.000000
4872,0.999998
256,0.008796
3409,0.999995
5716,0.000042
231,0.999937
9305,0.000000
3826,0.999609
2528,0.595455
6759,1.000000
8752,0.000001
8037,0.855974
7046,0.000020
6145,0.000000
8530,0.000347
2272,1.000000
10268,1.000000
1950,0.999992
7509,1.000000
10301,0.000000
6156,0.000722
10763,0.000000
7810,0.000010
10284,1.000000
3936,0.000001
12322,0.947807
761,0.999297
4610,0.000000
7572,1.000000
11452,0.009478
3367,1.000000
3057,0.999815
7723,0.999998
4609,0.000006
5969,1.000000
11556,0.000004
11749,1.000000
3688,0.999988
9516,0.999998
8376,0.000006
11450,0.007393
3427,0.998713
10606,0.999964
9319,0.994796
8406,0.005185
3644,0.000000
6939,0.000004
8294,0.000003
621,0.000000
5111,1.000000
8721,0.997648
1271,1.000000
4674,1.000000
3930,0.282027
7226,1.000000
5809,1.000000
3772,0.999996
10986,0.000692
9192,0.000202
4557,0.000324
10954,0.782547
3518,0.000093
5412,0.007333
6927,0.000000
7758,1.000000
4234,0.974764
352,1.000000
918,0.999919
5747,0.996717
3389,0.000000
9189,1.000000
515,0.999998
4197,0.000000
2107,1.000000
9328,0.000018
8506,0.000000
7092,0.000018
12196,0.999995
6782,0.000000
3336,0.998788
1857,0.000012
11542,0.999622
723,1.000000
3385,1.000000
12255,0.000003
2275,1.000000
3969,1.000000
11844,0.659059
1920,0.000000
5886,0.999999
8187,1.000000
4367,1.000000
8796,0.999992
8511,0.000011
7292,0.000001
12379,0.998791
4480,0.206100
7170,0.000000
9642,0.000628
1475,0.000014
402,0.000009
1573,1.000000
3665,0.000945
8523,0.000000
10157,0.102654
5639,0.998406
4711,1.000000
5877,0.993327
5742,0.995220
12009,1.000000
9502,0.000001
1740,0.000424
11661,0.000004
11112,0.977724
9021,1.000000
5088,0.000001
7480,0.999212
8379,0.999999
10008,0.000000
8881,1.000000
4594,0.999695
826,0.999976
4131,0.786256
2206,0.001078
12463,0.999722
9585,0.000088
12083,0.000053
3444,0.000139
1359,0.026305
5706,1.000000
5090,0.999995
251,1.000000
4832,1.000000
1460,0.981877
1778,0.673224
6834,1.000000
4056,0.663212
9188,1.000000
2040,1.000000
10271,0.999997
12239,0.028140
4174,0.999991
930,1.000000
12316,0.999802
3333,0.000007
9846,0.000000
8146,0.000009
5994,0.000000
11110,0.000002
7113,0.000000
5966,0.999867
6475,0.033542
5296,0.000000
1817,1.000000
1938,0.988300
8823,0.999996
7348,1.000000
488,0.000001
5552,0.000002
1323,0.101207
6586,0.999998
9976,1.000000
4031,0.986240
10236,0.000000
6807,0.000685
9891,0.992788
10569,1.000000
8309,0.993145
979,0.267672
8336,0.000002
1718,0.000001
7144,1.000000
310,0.000005
780,0.999999
4852,1.000000
2685,0.000009
9310,1.000000
2156,0.591388
7272,0.000068
3183,0.000068
11602,0.940600
9774,1.000000
8795,0.003333
1147,1.000000
11099,0.000012
3771,0.922557
9898,0.000010
9749,1.000000
9246,1.000000
10289,0.000009
953,0.998934
11443,1.000000
10027,1.000000
12476,0.999976
6733,0.994994
7185,0.000004
12025,0.000000
4875,1.000000
4539,0.999990
827,0.000000
3744,0.999902
8117,0.999466
4223,0.999594
6969,0.000000
8811,0.999707
72,1.000000
932,0.000565
3345,0.490951
12250,0.000203
6562,0.000369
2912,1.000000
12217,0.000000
9957,0.000011
7047,0.997147
9612,0.999922
9201,0.000089
11300,1.000000
9955,1.000000
1603,0.000004
1714,0.178641
5153,0.000034
5894,0.000004
12155,0.303486
1799,0.000035
7345,0.000000
8339,0.999969
2623,0.000000
4981,0.000000
1650,0.000194
12298,0.998886
1499,0.000003
7602,0.000001
9273,1.000000
2584,0.000000
6929,0.999998
4568,0.000026
10067,0.000553
1366,0.998171
11970,0.998771
9492,0.000544
6054,0.007443
1971,0.000000
1845,1.000000
10544,0.235823
6736,0.000000
3083,1.000000
4792,0.999995
686,0.999996
6411,0.000000
6598,0.000043
7380,0.000000
119,0.999998
2866,0.000008
9117,0.966993
2299,0.000425
3122,0.000036
8486,1.000000
4208,0.765761
6478,0.892314
10004,0.029072
4538,0.000023
9806,1.000000
11146,0.914928
10906,0.000001
9871,0.547663
5678,0.000000
6611,0.999997
6799,1.000000
5733,1.000000
1135,0.000000
5935,0.502707
5200,0.999708
5341,0.081625
5164,0.953704
3682,1.000000
9901,0.000000
152,0.000001
1445,1.000000
6766,0.998114
5513,0.999999
4383,0.997098
7821,0.000000
5152,0.000000
9194,0.682179
5072,1.000000
5231,0.999996
2929,0.000041
6741,1.000000
3375,1.000000
1394,0.000000
9258,0.997669
8925,0.359286
7848,1.000000
9659,0.999669
1676,1.000000
7143,1.000000
1838,1.000000
2261,0.993607
10783,0.000696
5040,1.000000
8047,0.000153
3567,0.997433
9859,0.999999
574,1.000000
8901,1.000000
3210,0.831624
7965,0.005144
11828,1.000000
560,1.000000
5311,0.000000
9929,0.007762
7471,0.004986
3162,0.999682
7258,0.000013
11226,0.000000
3967,0.999910
1204,0.005095
5070,0.999939
12187,0.517120
8499,0.000036
8646,1.000000
7871,0.000207
3494,0.999974
3182,1.000000
287,0.000000
962,0.999997
11091,0.000139
970,1.000000
4250,0.000050
11590,0.010690
12327,0.002726
6150,0.000007
2540,0.003752
674,0.000000
6463,0.000041
2119,0.999669
4944,0.000231
11831,1.000000
269,0.999998
7014,0.000010
5250,0.000003
2672,0.000000
11596,0.000202
5175,0.648473
12198,0.002797
5588,0.999001
11725,1.000000
7497,0.000000
7239,0.006133
5437,1.000000
3995,0.000228
5096,1.000000
8474,1.000000
6223,0.999264
11992,0.810201
4207,0.000583
12312,0.000000
143,0.999999
11820,0.101298
9432,0.008361
1053,1.000000
3692,0.000000
9759,0.000000
1764,0.999998
9488,1.000000
296,1.000000
5076,0.000000
1130,0.999510
248,0.000310
9149,0.000000
12495,0.000000
7669,0.995962
776,0.007309
277,0.999079
4652,0.000699
6627,0.926931
7305,1.000000
9580,0.000000
11983,0.137652
176,0.900463
3018,0.999998
10775,0.000000
10927,0.000034
12376,1.000000
609,0.000000
6761,1.000000
2221,1.000000
11465,0.000052
2125,1.000000
10,0.000009
7023,0.000000
5001,0.001032
5135,0.999996
5402,1.000000
11324,0.000371
11096,0.999004
6524,1.000000
12295,0.000000
8293,0.129942
3359,0.999878
6047,1.000000
4061,0.000000
9378,0.999077
11944,1.000000
5647,0.000000
6840,1.000000
5274,1.000000
7566,0.000000
2294,0.071106
5887,0.012549
4877,0.000027
10641,0.999997
11949,0.025114
12096,1.000000
4086,0.999899
2511,0.999476
9794,0.000000
8333,0.000080
3328,1.000000
2316,0.443414
7705,0.999519
6018,0.003228
2121,0.999989
6613,0.000000
161,0.000054
7534,0.999986
5112,0.000000
7918,0.999998
1456,0.000009
6545,1.000000
10800,0.000354
12281,0.815750
11165,0.828595
2609,1.000000
11111,0.999994
6032,0.000000
1587,0.000337
9425,0.007440
2903,0.006791
1608,0.000000
8321,1.000000
9224,1.000000
753,0.000002
7343,1.000000
8414,0.997355
201,0.999991
1560,0.000000
8373,0.000000
7674,1.000000
8207,1.000000
4999,1.000000
3271,0.000406
1605,0.770864
11367,0.000000
10724,1.000000
10161,0.996481
8911,0.000722
9173,0.151314
11779,0.000000
10879,1.000000
996,0.000090
958,1.000000
695,1.000000
11375,0.000000
10851,1.000000
5012,0.000027
7294,1.000000
8113,1.000000
3111,0.000002
7754,0.000000
1631,0.000312
1547,0.967770
526,0.000000
5813,0.493571
10080,1.000000
382,0.000000
8299,0.000037
1745,0.002013
4055,0.316658
10072,0.000000
2062,0.999999
6669,0.000000
3899,0.999997
7423,1.000000
1654,1.000000
7421,0.999942
8152,0.000000
2191,0.000000
4146,0.000000
5338,0.000000
1015,0.000000
4185,0.000000
11080,1.000000
7839,1.000000
3479,0.999529
10176,1.000000
1414,0.999914
12054,0.999982
3871,0.000690
8994,0.000025
9345,0.999469
3032,1.000000
11447,0.000000
6261,0.845410
4851,0.000000
10363,0.000000
7334,1.000000
1125,0.000000
8046,0.000001
9588,0.012285
2802,0.999416
9616,0.999982
11245,0.000005
11998,1.000000
11732,1.000000
4396,0.999999
9939,0.997058
10115,0.000065
10422,0.008413
11491,0.002297
10116,1.000000
10754,0.000027
74,0.999767
12153,0.999573
10083,0.000005
1145,1.000000
21,1.000000
12491,0.957617
6875,0.995325
3262,0.997092
8621,0.752637
7786,0.000002
10097,1.000000
7804,0.998735
5502,0.000000
2011,0.000373
2288,0.005791
10113,1.000000
2810,0.000000
7850,0.000000
134,0.000001
9836,0.999929
9257,0.000903
5554,0.999999
7052,0.999998
2433,0.757603
5983,0.000015
7167,0.000000
2165,0.000455
813,0.498655
6803,1.000000
4739,0.023685
8377,0.000025
11907,0.999980
1647,0.999998
9689,0.000024
8968,0.999318
2080,0.979689
6809,0.985412
2561,1.000000
12259,0.960178
112,1.000000
10716,0.000003
9408,0.000000
8713,1.000000
6591,0.999819
642,0.260135
10412,0.000000
2284,0.999966
4266,0.000726
4,0.998504
2690,0.000083
6107,1.000000
4173,1.000000
1867,0.000145
7254,0.060547
11239,0.998889
521,0.633670
9451,0.000000
11777,0.149245
6466,0.999999
7877,0.000343
7704,0.999983
3601,1.000000
11747,0.000000
10183,0.001878
7607,0.000001
2661,0.999941
10666,1.000000
11579,0.999971
8096,1.000000
4090,0.968372
10970,0.000001
3562,0.999880
2404,0.999996
11544,0.000000
4768,0.000005
5967,0.000019
10497,0.999997
10216,0.963429
4750,1.000000
3068,1.000000
8223,1.000000
3009,1.000000
6703,0.931771
12436,0.023898
2591,0.002171
10643,0.000000
8738,0.999362
7208,0.014222
5166,0.004619
7764,0.999986
6632,0.999995
12452,0.999886
1942,0.000000
10013,0.000047
7012,0.000000
9465,0.998500
8906,0.000001
1479,0.800519
12160,0.999987
11237,0.999984
11490,0.999992
3206,1.000000
1902,0.999918
5407,0.999999
5816,0.000264
3579,0.999563
5771,1.000000
2386,0.999944
772,0.000460
9624,1.000000
964,0.653973
7766,1.000000
1059,1.000000
4743,0.040649
10018,0.000001
11120,0.001922
1502,0.000000
10580,0.999908
10059,0.003916
8067,0.876744
8865,1.000000
4436,1.000000
5595,0.999614
12365,1.000000
11569,0.971593
5661,0.000000
12258,0.473131
4022,0.000014
742,1.000000
11668,0.000000
12396,0.242833
3421,0.999975
7075,0.989068
1049,0.000002
8026,0.000000
2122,1.000000
3750,0.999603
4840,1.000000
3386,0.000000
9679,0.999287
10841,0.000000
5690,0.893393
8575,0.000009
5889,0.038354
1859,0.999999
8566,0.000000
5273,1.000000
7625,1.000000
11592,0.000000
5122,0.000000
9097,0.000474
8594,0.688466
2788,0.999999
10096,1.000000
5309,0.002206
5050,0.000841
10564,1.000000
9071,0.039240
7147,0.000000
8708,0.999997
4241,0.006843
6479,0.000006
3303,0.999992
5520,1.000000
461,0.000817
1159,0.000076
7843,0.999434
7785,0.999999
4334,0.999608
7902,1.000000
1921,0.000506
5399,1.000000
6520,0.000000
3848,0.000000
4045,0.009228
654,0.999963
10506,0.000000
8139,1.000000
8192,0.007360
4412,0.000000
10120,0.000000
10590,0.000000
4737,0.999942
1201,0.999990
4002,0.343368
9309,0.000000
5701,1.000000
1434,1.000000
9990,0.075345
2167,0.000000
2253,1.000000
1421,0.998290
2252,0.011238
6658,0.000000
9617,0.002265
9003,0.999998
9524,0.000201
272,0.000000
5295,0.000022
11679,0.000000
11593,0.999997
7770,0.000265
9496,0.000029
12041,0.133391
3311,0.089466
2181,0.108685
3086,0.947961
3235,0.999892
10263,1.000000
10776,0.000605
2004,0.999936
7441,0.000000
12118,0.000000
3284,0.996024
9827,0.021632
7376,0.000320
2424,0.001842
44,0.999915
8953,1.000000
3599,0.077940
7545,0.293493
2845,0.999999
4606,1.000000
3575,0.000065
2177,1.000000
3280,0.000049
9348,0.986965
7568,0.000045
533,0.000072
8920,1.000000
1801,1.000000
6100,0.000000
10658,0.999866
11564,0.000000
6556,0.994556
652,1.000000
6118,0.988253
7792,0.001614
9357,0.975606
10294,0.000000
8716,0.028862
6882,0.099465
6966,0.000005
7328,0.999743
9687,1.000000
342,0.000439
2514,0.999966
8484,0.000014
9340,0.000058
11929,0.999991
3426,0.999993
7118,0.101380
5316,0.000114
985,0.000005
7085,0.928613
3266,0.000000
11406,1.000000
7160,0.002132
10057,0.000082
8142,0.025517
2095,1.000000
3849,0.999959
6802,1.000000
